step,speed
1671,21.93301357
1672,20.92443716
1673,18.14387933
1674,17.83318289
1675,18.27081578
1676,19.23776222
1677,19.99106289
1678,18.67516513
1679,17.33142778
1680,16.3030758
1681,13.87842491
1682,14.08152042
1683,16.01098408
1684,17.75581306
1685,17.47149251
1686,15.0451257
1687,15.66233326
1688,17.17915487
1689,17.15808324
1690,17.49357701
1691,17.72369264
1692,15.50531228
1693,13.59100376
1694,15.69422932
1695,16.87241143
1696,16.35663463
1697,14.91126059
1698,13.39378458
1699,13.52016948
1700,14.00493717
1701,15.7944651
1702,15.83511111
1703,14.73294344
1704,14.40501313
1705,13.22870431
1706,11.9966313
1707,12.419295
1708,14.50741157
1709,15.4615497
1710,16.40436421
1711,15.97908478
1712,14.18994163
1713,12.18103537
1714,10.93081442
1715,14.23581223
1716,14.97737661
1717,13.77501721
1718,14.3782285
1719,15.69636352
1720,18.0107466
1721,17.19534912
1722,15.84288862
1723,17.03836033
1724,17.21361618
1725,16.74029256
1726,17.51335989
1727,18.52501856
1728,19.59064971
1729,19.91741944
1730,21.17798956
1731,23.97982622
1732,21.42584367
1733,18.41153478
1734,19.86011478
1735,19.99198344
1736,19.1911058
1737,19.10328451
1738,26.65753866
1739,26.80631929
1740,20.72157582
1741,22.76803207
1742,24.80595622
1743,22.80201204
1744,20.66767235
1745,20.05385155
1746,19.9836899
1747,21.14195519
1748,24.45393806
1749,24.441791
1750,20.57749828
1751,21.98086207
1752,22.72300717
1753,19.9290641
1754,18.89811812
1755,19.49483444
1756,20.01988678
1757,21.79190851
1758,21.65973274
1759,21.69362728
1760,30.03598804
1761,27.73243011
1762,18.91386778
1763,20.21314767
1764,21.445787
1765,20.60031113
1766,19.33133223
1767,18.87779545
1768,20.05639191
1769,19.67077322
1770,18.35827222
1771,18.57562967
1772,19.81585056
1773,19.53463011
1774,17.64753662
1775,16.34663486
1776,17.25819089
1777,18.82029442
1778,19.05266866
1779,19.29127422
1780,18.808424
1781,18.29485167
1782,18.43720186
1783,18.42081369
1784,18.15322453
1785,17.64979581
1786,16.40339893
1787,15.34354722
1788,15.25540168
1789,15.49911881
1790,16.92288894
1791,21.68922363
1792,26.71621665
1793,22.20176496
1794,16.86071733
1795,15.96494678
1796,14.64655267
1797,13.42860561
1798,14.36462598
1799,15.26826821
1800,15.28092302
1801,15.65629659
1802,15.52048
1803,16.50119419
1804,15.70991198
1805,13.84601232
1806,14.08950324
1807,14.46328101
1808,15.45710606
1809,16.05526774
1810,14.00449884
1811,13.8509722
1812,17.23996749
1813,18.64944636
1814,16.72847611
1815,16.79197253
1816,16.88557204
1817,17.52556204
1818,19.22616158
1819,17.56079069
1820,16.99592401
1821,18.17551907
1822,18.18493844
1823,19.83061489
1824,24.39728422
1825,22.29117
1826,18.76709362
1827,20.13629024
1828,20.10047735
1829,19.12813856
1830,18.81070356
1831,18.92977511
1832,18.78372126
1833,19.08978889
1834,19.24017141
1835,19.28628618
1836,19.37240951
1837,21.28650389
1838,21.6079983
1839,19.49088602
1840,25.62753745
1841,34.96432668
1842,31.8196811
1843,24.64191704
1844,20.66763119
1845,18.76997542
1846,16.70878693
1847,21.54843561
1848,21.33466694
1849,20.57564199
1850,17.97702406
1851,18.39235389
1852,19.12780989
1853,20.48995233
1854,22.80559998
1855,24.56797744
1856,21.43250024
1857,18.68438659
1858,21.13193549
1859,22.56047763
1860,25.66515385
1861,27.07403299
1862,22.18240024
1863,21.08685667
1864,20.43824544
1865,18.74808877
1866,18.85313683
1867,19.40753819
1868,20.9134482
1869,20.63322522
1870,19.85761649
1871,18.7008575
1872,16.68202414
1873,15.90008383
1874,16.1618015
1875,18.7227462
1876,17.79398401
1877,15.42752315
1878,15.37326233
1879,14.30551483
1880,14.94773599
1881,18.41320496
1882,17.77203643
1883,16.55308111
1884,16.12752876
1885,15.67611182
1886,17.6631223
1887,18.59663428
1888,17.33878267
1889,17.6259299
1890,17.15600928
1891,16.08681777
1892,16.06623996
1893,16.37541462
1894,16.03552949
1895,15.85393398
1896,16.42609296
1897,14.90181706
1898,13.0911753
1899,12.63328141
1900,12.24844023
1901,11.59972493
1902,10.94165712
1903,11.42557691
1904,11.90114677
1905,17.43784028
1906,19.28506753
1907,15.84023462
1908,15.03435173
1909,15.57008282
1910,16.74779471
1911,18.64890063
1912,19.3041339
1913,17.3237894
1914,16.95834094
1915,21.97844354
1916,26.34190678
1917,21.73483083
1918,17.38302108
1919,28.54764818
1920,36.86278722
1921,27.56859667
1922,19.32406433
1923,18.83694478
1924,18.29840111
1925,18.71743783
1926,18.69130595
1927,19.0434752
1928,19.77100391
1929,19.35454954
1930,19.53454615
1931,21.40943448
1932,21.9374328
1933,20.12730508
1934,20.13799667
1935,21.32477063
1936,21.46381244
1937,19.9352968
1938,20.52412924
1939,23.18110687
1940,25.843
1941,22.25894063
1942,42.8613
1943,48.53901703
1944,39.93400835
1945,24.96909723
1946,19.05751945
1947,18.08383333
1948,18.02016155
1949,18.92330409
1950,20.35675425
1951,20.39334417
1952,20.01306778
1953,18.75420683
1954,18.67027467
1955,22.24214267
1956,23.67162811
1957,23.02581453
1958,27.4359222
1959,24.13415775
1960,19.10803229
1961,19.42648689
1962,21.38490956
1963,22.28081056
1964,19.78359842
1965,18.010617
1966,19.48740213
1967,22.45681922
1968,20.07275503
1969,15.84868176
1970,14.77711474
1971,16.37156736
1972,18.02113993
1973,18.14477762
1974,16.4046381
1975,15.50426723
1976,16.18452077
1977,15.71327088
1978,14.70383287
1979,14.80914804
1980,16.67038762
1981,17.2061019
1982,17.89272077
1983,18.03886417
1984,16.31858672
1985,15.26027873
1986,15.25110743
1987,15.83321664
1988,16.26583117
1989,15.55274762
1990,14.9554097
1991,14.3544351
1992,13.57361933
1993,13.67930447
1994,12.52116573
1995,12.40479033
1996,14.46031027
1997,13.71446686
1998,12.08574648
1999,13.00950029
2000,13.03068374
2001,12.71984294
2002,13.84221393
2003,13.38426266
2004,11.72826392
2005,11.93204638
2006,14.21710733
2007,15.65491203
2008,14.36164126
2009,14.75034626
2010,17.62729666
2011,18.48474348
2012,17.19314206
2013,16.75464996
2014,16.82607941
2015,16.43229776
2016,16.58415029
2017,17.39250687
2018,18.48440744
2019,19.32059089
2020,19.29165865
2021,19.27189827
2022,18.80678468
2023,18.498748
2024,20.13531778
2025,20.12459134
2026,18.6828628
2027,18.87036267
2028,19.66362002
2029,19.37276053
2030,18.72257199
2031,22.80360617
2032,22.83336196
2033,20.94124254
2034,23.90352347
2035,25.02418977
2036,22.57493261
2037,21.17043378
2038,20.8568895
2039,22.78259881
2040,22.02422019
2041,21.37191371
2042,24.49353417
2043,23.13070372
2044,19.97018136
2045,18.91961698
2046,19.91871805
2047,21.04117926
2048,20.5826913
2049,19.72465029
2050,19.0519092
2051,18.34828822
2052,19.16491143
2053,20.96677014
2054,20.38092609
2055,24.59332787
2056,33.48823381
2057,28.69819053
2058,20.80558387
2059,23.21252583
2060,23.84415633
2061,19.54976238
2062,16.57118412
2063,15.91028727
2064,15.08559681
2065,15.24542806
2066,14.82811498
2067,12.89191751
2068,13.83657187
2069,14.50227817
2070,14.40957402
2071,14.21686446
2072,14.90530337
2073,16.59221835
2074,15.26398527
2075,14.0795307
2076,13.63638174
2077,15.05203266
2078,16.08043761
2079,13.78128402
2080,11.94052143
2081,12.47443331
2082,14.80978811
2083,14.30027123
2084,12.15078221
2085,11.19742731
2086,10.73361461
2087,12.46158907
2088,13.06082313
2089,12.7930162
2090,13.00142056
2091,10.599928
2092,8.549765578
2093,10.30575666
2094,13.81313588
2095,14.27438194
2096,11.2503687
2097,11.32814926
2098,13.33666946
2099,13.94845611
2100,12.8015793
2101,12.34564089
2102,13.82346873
2103,14.55412778
2104,14.91735922
2105,14.47269183
2106,14.55415163
2107,15.30955792
2108,15.69073668
2109,16.22321919
2110,17.66563329
2111,17.48393683
2112,16.84695232
2113,18.08784478
2114,18.25658522
2115,18.40996533
2116,20.21110178
2117,22.70011322
2118,20.43480211
2119,17.26182022
2120,18.69836342
2121,19.03458287
2122,20.15830525
2123,20.662775
2124,18.77336433
2125,18.35682822
2126,18.53968411
2127,17.93680269
2128,18.61576132
2129,22.83091211
2130,22.16239233
2131,19.60957096
2132,21.89854849
2133,26.31255616
2134,29.26008235
2135,26.74230574
2136,21.71200112
2137,18.6
2138,18.6
2139,20.18290577
2140,19.19915241
2141,18.74645881
2142,18.48207932
2143,30.95674627
2144,25.41530455
2145,20.15830785
2146,19.54462748
2147,20.93690137
2148,20.53161667
2149,19.77876469
2150,18.78048733
2151,17.837731
2152,18.84520533
2153,23.239986
2154,25.44608078
2155,20.86037239
2156,19.7691989
2157,20.01786727
2158,18.01080137
2159,18.24927161
2160,18.19326214
2161,17.46324864
2162,16.1619946
2163,15.0103399
2164,13.88270609
2165,13.16389844
2166,14.15058098
2167,16.16669119
2168,16.04624709
2169,12.95841162
2170,11.12949489
2171,11.18140704
2172,12.2924544
2173,14.30161042
2174,17.79240579
2175,15.35704484
2176,11.43542299
2177,15.1398335
2178,15.09579341
2179,12.81556778
2180,12.40548816
2181,16.26982661
2182,15.07830417
2183,9.173683978
2184,10.90255638
2185,12.27218158
2186,12.09929724
2187,12.43657549
2188,11.70156466
2189,9.804833144
2190,9.425953011
2191,10.58943517
2192,12.99296177
2193,15.16114698
2194,19.20522661
2195,19.79029038
2196,15.95467584
2197,15.30501786
2198,15.77004338
2199,15.6889321
2200,15.38193531
2201,15.93103133
2202,15.99100626
2203,17.23421211
2204,22.59100699
2205,24.26541778
2206,22.37237467
2207,21.56028211
2208,17.78801131
2209,16.54235261
2210,18.95146997
2211,19.22205378
2212,18.97229789
2213,19.80738089
2214,19.66819387
2215,19.72963759
2216,21.98564554
2217,24.35273332
2218,23.57129589
2219,21.09412595
2220,19.37091498
2221,19.95939193
2222,21.97179671
2223,22.52608726
2224,21.77301131
2225,22.39873647
2226,22.72739633
2227,21.02684911
2228,18.6
2229,19.54242333
2230,19.96850827
2231,19.34808504
2232,19.13081273
2233,19.20798559
2234,19.10086721
2235,18.90450194
2236,18.8350959
2237,18.91802822
2238,19.68645362
2239,20.25627473
2240,21.71583094
2241,21.83993645
2242,22.41183284
2243,26.92360521
2244,25.98638489
2245,21.23745461
2246,19.78466962
2247,18.63665818
2248,18.70994581
2249,19.29313258
2250,20.07538184
2251,21.07436347
2252,19.95718589
2253,18.86307878
2254,18.56823
2255,18.09227792
2256,17.04743936
2257,17.32253108
2258,17.93416319
2259,16.92084818
2260,16.94834207
2261,17.32970866
2262,17.78309267
2263,17.66985634
2264,15.94569292
2265,15.25779259
2266,16.03687183
2267,15.93275061
2268,15.79089463
2269,16.10141789
2270,16.45297759
2271,16.22106687
2272,14.45588707
2273,13.55895526
2274,15.5852263
2275,15.89232293
2276,14.57765939
2277,14.9436702
2278,15.50146888
2279,14.34100578
2280,15.02698343
2281,15.56694509
2282,14.58231132
2283,13.89756207
2284,11.4510578
2285,11.27485356
2286,11.56646691
2287,11.68581607
2288,15.16306294
2289,17.21006547
2290,20.80759362
2291,21.38099128
2292,17.57008057
2293,17.71776533
2294,17.61063909
2295,15.54076078
2296,13.6530068
2297,14.142585
2298,14.35226776
2299,16.12315867
2300,18.37343689
2301,18.72714711
2302,18.85790089
2303,17.76425747
2304,16.53089244
2305,17.51522331
2306,19.180442
2307,19.30630068
2308,19.2335463
2309,19.25523571
2310,18.51178139
2311,18.92862244
2312,20.52015355
2313,20.05623405
2314,21.60935429
2315,23.20365468
2316,22.02717756
2317,21.81869689
2318,22.45958278
2319,20.65900445
2320,19.19432498
2321,21.3260398
2322,26.78497561
2323,26.80930431
2324,22.53169125
2325,22.694
2326,20.8028536
2327,18.6
2328,18.40388671
2329,20.49601147
2330,24.72625748
2331,23.74756963
2332,22.4252096
2333,22.57175019
2334,19.01128402
2335,21.11313615
2336,20.78790747
2337,19.34008223
2338,19.65631085
2339,21.68064033
2340,21.17925229
2341,19.26892152
2342,18.46939501
2343,18.0841683
2344,18.16678031
2345,18.02821578
2346,18.126297
2347,17.99909744
2348,17.65073589
2349,18.51807489
2350,19.14645908
2351,18.07064547
2352,17.31551128
2353,17.04424547
2354,15.61814938
2355,14.47936671
2356,15.03273127
2357,17.70764898
2358,26.58687156
2359,30.63403411
2360,21.44952499
2361,16.06023393
2362,16.75329073
2363,16.45403319
2364,16.42721388
2365,16.30697735
2366,21.1212422
2367,19.24216674
2368,15.26423316
2369,15.66530529
2370,16.55256051
2371,17.11363376
2372,14.11457631
2373,11.95731704
2374,13.73851307
2375,14.45577292
2376,14.16337141
2377,14.2844854
2378,13.96923922
2379,12.54927636
2380,12.9519416
2381,15.79040564
2382,15.8139162
2383,15.02693193
2384,17.16896086
2385,18.20966162
2386,16.92976004
2387,14.9620715
2388,13.06829842
2389,13.56669378
2390,16.91571286
2391,18.82445754
2392,19.2356617
2393,19.41164204
2394,18.04253519
2395,18.36968047
2396,19.97136756
2397,19.33932482
2398,18.14106178
2399,19.12458156
2400,21.54181756
2401,21.95108283
2402,19.70959564
2403,19.3105239
2404,20.14790456
2405,21.12813104
2406,20.46233743
2407,19.10768389
2408,18.83975767
2409,19.04169898
2410,18.82129648
2411,19.59186632
2412,22.2202797
2413,31.53970639
2414,40.04544952
2415,27.65478571
2416,21.69330919
2417,21.01296808
2418,19.71881212
2419,19.2004521
2420,18.7790753
2421,18.53423835
2422,20.93298294
2423,25.65573091
2424,29.29527754
2425,27.1477676
2426,25.34194587
2427,21.43638333
2428,19.13801416
2429,18.48754458
2430,17.92614818
2431,18.41023457
2432,18.7187388
2433,18.66604621
2434,19.53621991
2435,22.10817488
2436,25.36673862
2437,22.82729322
2438,19.05497636
2439,19.18993155
2440,20.28210172
2441,22.965321
2442,22.97430089
2443,19.70611356
2444,18.17631722
2445,17.74442467
2446,16.78166071
2447,15.76902482
2448,14.95435056
2449,14.70138173
2450,15.31089584
2451,16.42323694
2452,18.8657855
2453,19.83792477
2454,18.18101356
2455,18.38588484
2456,17.37060977
2457,15.35472406
2458,16.03970423
2459,17.24344822
2460,16.61555466
2461,14.78442714
2462,14.26850699
2463,14.01815209
2464,14.79921125
2465,19.01134887
2466,20.15584541
2467,18.19408443
2468,17.27914761
2469,17.09566276
2470,18.06977963
2471,17.94323734
2472,17.01831669
2473,14.91892388
2474,13.02580655
2475,12.31589654
2476,11.96625704
2477,11.64349979
2478,12.11568404
2479,12.85766216
2480,13.63100478
2481,11.3249797
2482,12.85701414
2483,14.9487014
2484,14.73583212
2485,16.51447942
2486,18.50829289
2487,18.63688862
2488,17.1890749
2489,15.56710482
2490,16.66503866
2491,18.31876756
2492,17.86569733
2493,18.17437356
2494,19.067132
2495,19.04875342
2496,18.92001885
2497,18.78970968
2498,18.60519133
2499,19.14911656
2500,19.88474624
2501,20.89095846
2502,20.70109221
2503,19.46928984
2504,20.16692551
2505,20.414259
2506,19.72897038
2507,19.55248802
2508,19.86796552
2509,19.15258024
2510,18.47810149
2511,19.71763879
2512,25.25684887
2513,27.9172852
2514,23.85049422
2515,20.4421036
2516,24.35581245
2517,27.0325396
2518,26.44374614
2519,27.64244223
2520,26.07990047
2521,21.67267552
2522,25.10272331
2523,27.69387536
2524,23.54975376
2525,20.52831658
2526,19.11385651
2527,22.26450465
2528,23.8316237
2529,21.97972084
2530,20.63346767
2531,22.16522212
2532,25.838934
2533,25.06414762
2534,20.57113206
2535,20.0895432
2536,19.12668456
2537,18.52640578
2538,18.60896256
2539,19.22532044
2540,18.67479122
2541,18.42093809
2542,17.43114857
2543,15.73680371
2544,15.10038286
2545,13.94182407
2546,14.78435925
2547,16.95153371
2548,16.71396216
2549,15.66661288
2550,16.37230553
2551,14.52990338
2552,14.47020153
2553,17.95286497
2554,18.10434752
2555,15.6768138
2556,17.44024287
2557,19.82387274
2558,18.18828944
2559,15.5626074
2560,13.89329801
2561,14.0181659
2562,15.21052506
2563,14.58062923
2564,13.43951187
2565,14.18487699
2566,14.38841754
2567,16.00153888
2568,16.30087634
2569,14.52156567
2570,14.39445542
2571,16.43948883
2572,19.81852779
2573,19.98660096
2574,16.17213607
2575,12.96471729
2576,14.13143286
2577,15.13304043
2578,13.06874452
2579,13.8026711
2580,15.41384136
2581,14.58048884
2582,15.05002736
2583,14.63372836
2584,13.33947109
2585,15.88296444
2586,16.80939874
2587,16.10573061
2588,17.5626062
2589,20.32985898
2590,21.27647762
2591,19.6739576
2592,19.10533172
2593,19.67349903
2594,21.84176
2595,21.66078446
2596,19.7176565
2597,19.20346408
2598,18.96619828
2599,18.74828444
2600,18.30206197
2601,18.324739
2602,18.78436559
2603,19.01628074
2604,19.37414173
2605,20.24248436
2606,20.34693684
2607,19.32450441
2608,19.18254211
2609,19.38036393
2610,19.69076328
2611,19.69617379
2612,19.48283533
2613,22.11019225
2614,22.85113462
2615,24.27534256
2616,19.43526
2617,20.13310766
2618,20.902091
2619,20.21902159
2620,20.30626671
2621,22.77772891
2622,24.02023034
2623,20.40558001
2624,21.36814987
2625,22.04244291
2626,21.004966
2627,21.08778778
2628,21.56563862
2629,21.00280627
2630,20.61659637
2631,19.43024154
2632,18.7771279
2633,18.68429113
2634,18.46754149
2635,18.79425282
2636,20.27525711
2637,21.81853056
2638,19.71294078
2639,20.01130478
2640,23.23188756
2641,21.88807822
2642,18.86942789
2643,17.682924
2644,16.98287317
2645,17.15969891
2646,18.42715067
2647,16.41073788
2648,12.7376329
2649,13.23884242
2650,17.31383503
2651,18.24838668
2652,16.75688669
2653,16.86388083
2654,17.62679004
2655,18.05269289
2656,17.46621944
2657,16.51688574
2658,19.01999031
2659,18.96339247
2660,15.27808624
2661,15.44291708
2662,15.25133472
2663,12.54456276
2664,10.88704099
2665,12.0545383
2666,12.98241892
2667,13.1667267
2668,13.82492383
2669,14.28219816
2670,15.44852976
2671,15.38589691
2672,14.03669001
2673,12.40613607
2674,12.07196848
2675,13.04602463
2676,12.26841997
2677,11.70109988
2678,14.44360978
2679,15.2257833
2680,12.16683981
2681,10.69087258
2682,12.07699743
2683,13.57666449
2684,14.0205648
2685,13.95811774
2686,13.21421726
2687,14.55681087
2688,17.80728002
2689,18.69525859
2690,17.65391089
2691,17.56178812
2692,16.74265828
2693,16.65583457
2694,18.34090889
2695,19.07507567
2696,19.10659778
2697,18.95160756
2698,18.73547044
2699,19.60991333
2700,20.31505178
2701,20.23718964
2702,20.14415398
2703,24.31731872
2704,22.27310133
2705,22.21736947
2706,26.50250059
2707,24.6925298
2708,20.70008572
2709,19.85866144
2710,20.02152898
2711,19.20506223
2712,18.62239642
2713,19.42089946
2714,21.90118531
2715,20.08674211
2716,20.10902563
2717,21.17545933
2718,22.82810418
2719,28.23899943
2720,30.02947067
2721,26.7801946
2722,26.16363928
2723,21.73695022
2724,21.13349426
2725,22.00774877
2726,21.91380258
2727,19.84324058
2728,19.85204604
2729,20.47926649
2730,19.56093862
2731,18.58993383
2732,19.15052613
2733,19.06441594
2734,16.85853382
2735,15.06737857
2736,14.94708094
2737,14.21764499
2738,14.32980567
2739,16.70132583
2740,16.39388649
2741,15.77080332
2742,18.36624531
2743,11.17177125
2744,12.68277731
2745,13.6069648
2746,13.81319398
2747,13.86649841
2748,12.56936597
2749,9.848991878
2750,8.607963544
2751,9.410091033
2752,9.788082189
2753,10.88689611
2754,12.08239468
2755,10.37631636
2756,9.129366968
2757,10.36154853
2758,11.14185037
2759,10.94370076
2760,13.00638269
2761,12.97821101
2762,12.13965174
2763,12.87484221
2764,11.89882094
2765,12.47918964
2766,12.55881831
2767,9.5087683
2768,9.707232689
2769,14.42500821
2770,14.82286634
2771,12.67619476
2772,14.5364256
2773,13.56549018
2774,10.84465597
2775,10.72799769
2776,11.91215117
2777,14.4912042
2778,13.75832011
2779,13.69130379
2780,13.96799206
2781,14.00934827
2782,16.47231834
2783,17.23614347
2784,15.98251567
2785,15.54347776
2786,16.97205978
2787,19.94373233
2788,21.75948356
2789,20.44983233
2790,19.15255111
2791,18.40058818
2792,17.88102711
2793,18.39340227
2794,19.67426467
2795,20.86333567
2796,19.62644733
2797,21.02607889
2798,22.51385056
2799,20.68365751
2800,20.63881507
2801,19.90186159
2802,18.734512
2803,18.6
2804,22.29953156
2805,21.20291879
2806,23.12749052
2807,23.36768787
2808,19.47479459
2809,18.67673619
2810,18.6
2811,20.57093149
2812,24.24482186
2813,22.0451269
2814,19.63885674
2815,19.13548633
2816,19.77889644
2817,20.6458873
2818,21.32492622
2819,22.45272056
2820,20.79681911
2821,18.94349338
2822,18.44723766
2823,18.06218305
2824,22.301327
2825,26.2439188
2826,20.44090648
2827,17.11229176
2828,18.02750788
2829,17.0657997
2830,16.04072834
2831,16.50221462
2832,17.19763787
2833,19.15801043
2834,20.93073511
2835,18.57298822
2836,14.43227698
2837,12.70192726
2838,13.13062089
2839,16.07040632
2840,17.66564954
2841,15.07709492
2842,12.79171264
2843,11.00489756
2844,10.17091422
2845,11.37298258
2846,12.90704336
2847,12.05278364
2848,10.88674807
2849,9.640624078
2850,10.65272764
2851,12.77786442
2852,10.98850753
2853,10.03655003
2854,9.227065981
2855,8.330604351
2856,11.55330039
2857,15.62459118
2858,15.50176751
2859,12.3805879
2860,11.4288124
2861,11.63561315
2862,11.5409749
2863,11.65241573
2864,11.90556247
2865,13.0609616
2866,13.85135562
2867,14.80890011
2868,14.03411138
2869,13.51830336
2870,14.09750476
2871,13.73787547
2872,13.69299991
2873,13.40635105
2874,13.5098795
2875,14.51097813
2876,15.10609789
2877,15.95539879
2878,17.29087226
2879,17.61104452
2880,17.56564262
2881,17.10391484
2882,21.47973541
2883,23.87100701
2884,21.41652189
2885,19.18256833
2886,18.55273879
2887,18.73155724
2888,20.37705444
2889,21.19811181
2890,19.84964514
2891,18.45096699
2892,19.09664748
2893,20.87781007
2894,21.26514589
2895,20.63219782
2896,20.68848265
2897,20.63179025
2898,24.69704915
2899,21.52872477
2900,20.40978761
2901,19.80257748
2902,19.35856389
2903,19.35727277
2904,19.84706422
2905,19.84946525
2906,19.72596639
2907,20.75245172
2908,22.19537394
2909,23.51231382
2910,25.12336327
2911,23.95601981
2912,26.44520877
2913,25.9789141
2914,18.9056577
2915,19.55171188
2916,19.80090055
2917,18.90936764
2918,17.92881016
2919,18.53718715
2920,21.62541182
2921,21.47017599
2922,18.80477681
2923,17.55486258
2924,16.02822893
2925,17.2771457
2926,18.23043082
2927,16.73545711
2928,16.42871754
2929,18.19059769
2930,19.48261055
2931,19.27668006
2932,19.6419507
2933,18.48489612
2934,16.11557729
2935,16.13197456
2936,18.43918419
2937,18.50362124
2938,14.63821831
2939,15.06971563
2940,15.89099874
2941,12.77595934
2942,12.39714766
2943,12.87143768
2944,11.46254699
2945,10.99169378
2946,10.51750089
2947,10.12307792
2948,11.72023352
2949,13.93515777
2950,14.41377233
2951,13.0215952
2952,13.2488426
2953,14.31061717
2954,14.24271509
2955,13.68249857
2956,13.03604704
2957,13.43214822
2958,13.59187367
2959,14.17262747
2960,14.37536839
2961,14.27684003
2962,13.97702058
2963,15.1298535
2964,17.35665292
2965,19.24699618
2966,19.22257153
2967,18.94535733
2968,17.61463102
2969,15.97784122
2970,16.66307638
2971,16.50442379
2972,17.03879896
2973,18.4895791
2974,20.09696033
2975,19.6588899
2976,19.3052484
2977,19.71392671
2978,19.09371221
2979,18.68580436
2980,18.41346826
2981,18.57826989
2982,18.80118611
2983,19.34726824
2984,20.10523569
2985,19.64233
2986,19.45590336
2987,20.57496433
2988,20.95382844
2989,20.90582682
2990,20.70409575
2991,19.51952511
2992,20.09125694
2993,21.85916479
2994,18.17190755
2995,17.89796003
2996,18.4799586
2997,20.85715954
2998,52.37437273
2999,54.185385
3000,22.65264428
3001,22.23977435
3002,30.91493165
3003,32.0087685
3004,21.39653897
3005,31.57056088
3006,32.23875107
3007,20.18140015
3008,17.82901212
3009,18.34465627
3010,18.83695627
3011,19.27327385
3012,19.427229
3013,18.88218707
3014,18.63797619
3015,18.90720527
3016,18.22824866
3017,18.75502067
3018,20.29078388
3019,21.23786417
3020,22.50899582
3021,21.829989
3022,18.36736691
3023,16.82921378
3024,18.79725576
3025,20.66095062
3026,21.11778662
3027,20.15515932
3028,18.49322116
3029,16.32654272
3030,16.07323983
3031,19.09307606
3032,19.80502344
3033,18.187476
3034,16.34326056
3035,15.64489889
3036,18.05528978
3037,19.43293833
3038,18.08110826
3039,15.56362751
3040,13.84206408
3041,14.83464005
3042,15.80472114
3043,16.2683514
3044,15.71218502
3045,14.11336522
3046,14.26715913
3047,17.00780832
3048,17.45328314
3049,15.73745581
3050,15.02434293
3051,14.02757707
3052,14.60937004
3053,15.34804401
3054,16.46465047
3055,19.15750178
3056,20.85000733
3057,19.20998261
3058,16.56484272
3059,18.1850948
3060,19.6534606
3061,18.69421427
3062,18.32594259
3063,18.59824246
3064,19.75438601
3065,20.04020094
3066,18.87710522
3067,18.11974126
3068,17.84816867
3069,18.41096252
3070,19.15079856
3071,18.42786244
3072,18.25131978
3073,19.59753178
3074,20.28960222
3075,19.34564562
3076,18.73009363
3077,19.61354153
3078,19.65138556
3079,20.0736468
3080,25.84655063
3081,23.41080531
3082,20.80594844
3083,23.18498778
3084,21.529385
3085,19.26528816
3086,21.07647728
3087,25.9478671
3088,25.21952312
3089,21.49310398
3090,20.65217278
3091,18.55951333
3092,18.3167
3093,18.3167
3094,24.73426749
3095,24.17308491
3096,21.65705719
3097,21.10661031
3098,23.07339801
3099,22.17221866
3100,20.59433151
3101,28.75315834
3102,33.98462277
3103,25.56773188
3104,29.00996782
3105,36.29618226
3106,21.523718
3107,19.72222802
3108,21.56332874
3109,21.32730354
3110,20.85954464
3111,20.12555762
3112,18.98632265
3113,18.71484354
3114,18.30434067
3115,18.67579556
3116,19.98717044
3117,19.78576344
3118,17.66092237
3119,15.90634042
3120,16.60069233
3121,16.76089602
3122,16.47602619
3123,17.14832967
3124,17.574303
3125,18.48387347
3126,18.35460577
3127,17.38316747
3128,16.93805671
3129,17.123942
3130,17.12448306
3131,16.41954328
3132,15.77358811
3133,15.56654263
3134,15.68086572
3135,15.57825142
3136,15.96895011
3137,16.8018598
3138,14.68080907
3139,13.61347629
3140,15.6351291
3141,15.70098316
3142,15.98196884
3143,17.09518163
3144,15.49432955
3145,16.07903535
3146,17.29480164
3147,13.67997846
3148,12.73252247
3149,14.61343558
3150,15.86731322
3151,15.34283416
3152,14.33386412
3153,17.96065218
3154,22.3840291
3155,21.68094129
3156,19.30692086
3157,18.97906206
3158,20.87395298
3159,18.59992293
3160,14.26782126
3161,13.72654067
3162,14.2512597
3163,16.72794298
3164,18.52982828
3165,18.49393728
3166,18.72978789
3167,20.27342569
3168,19.66981253
3169,19.8761151
3170,22.91737103
3171,23.23590054
3172,21.46678822
3173,19.76882511
3174,19.40475289
3175,19.59309127
3176,20.12597183
3177,20.76794134
3178,22.43351634
3179,22.52155044
3180,21.8411324
3181,20.71668045
3182,19.01608226
3183,19.27855003
3184,19.48230932
3185,18.82841111
3186,18.6523062
3187,20.68127133
3188,22.19214167
3189,21.18776981
3190,22.79893518
3191,18.6
3192,19.01343396
3193,20.61083538
3194,22.06720311
3195,20.73878944
3196,20.48244626
3197,22.75357089
3198,19.53768557
3199,18.69617707
3200,18.80391211
3201,19.74229818
3202,20.16325675
3203,20.49590345
3204,20.74755917
3205,20.5586708
3206,20.27705585
3207,19.48369773
3208,19.63040131
3209,19.78655882
3210,19.33039257
3211,18.85090322
3212,18.67716444
3213,17.89075878
3214,17.95286133
3215,19.00077367
3216,19.41966633
3217,20.81632023
3218,20.00405917
3219,19.25114589
3220,19.57304939
3221,17.47064411
3222,17.97011499
3223,20.17736939
3224,21.0216197
3225,19.65134244
3226,17.51431498
3227,16.96590733
3228,16.80220416
3229,15.53410072
3230,13.57022273
3231,15.38436378
